BlogNum,StoryTitle,StoryURL,StoryPublishDate,StoryCounty,FocusAreaID,FocusAreaName,PillarID,PillarName,MatchRationale
18,Meet the State Superintendent’s Student Advisory Council,https://www.dpi.nc.gov/blog/2025/11/24/meet-state-superintendents-student-advisory-council,2025-11-24 00:00:00,,P8.F3,Move champions to action,P8,Build Community Advocacy,"Student Advisory Council advises Superintendent on policy, a form of policymaker engagement (P8.F3.A1)"
31,Where Chronic Absenteeism Is Declining in North Carolina,https://www.dpi.nc.gov/blog/2026/01/29/2025-attendnc-bright-spots,2026-01-29 00:00:00,,P4.F2,Improve student and staff health and well-being,P4,Support Student Health and Well-Being,Chronic absenteeism reduction is the entire subject of the post -- a named P4.F2 focus on student well-being and attendance
31,Where Chronic Absenteeism Is Declining in North Carolina,https://www.dpi.nc.gov/blog/2026/01/29/2025-attendnc-bright-spots,2026-01-29 00:00:00,,P6.F1,Transform schools through research and development,P6,Foster Innovation and Continuous Improvement,AttendNC Counts uses bright-spot identification; context-adjusted models with Carolina Demography; and school learning visits -- a research-and-development approach to school improvement
32,"How Service Learning Shapes Confident, Capable Graduates",https://www.dpi.nc.gov/blog/2026/02/03/how-service-learning-shapes-confident-capable-graduates,2026-02-03 00:00:00,New Hanover,P1.F4,Reimagine the student experience,P1,Prepare Each Student for Their Next Phase in Life,Service learning is presented as an intentional schoolwide practice connecting academics to real-world purpose -- a reimagined student experience
32,"How Service Learning Shapes Confident, Capable Graduates",https://www.dpi.nc.gov/blog/2026/02/03/how-service-learning-shapes-confident-capable-graduates,2026-02-03 00:00:00,New Hanover,P1.F5,Launch life-ready graduates,P1,Prepare Each Student for Their Next Phase in Life,The post centers on alumni feedback showing graduates leave with independence; self-advocacy; and durable skills that prepare them for high school and life
33,Elevating Student Support: Creating Intentional Spaces and Celebrating the Professionals Who Make It Possible,https://www.dpi.nc.gov/blog/2026/02/06/elevating-student-support-creating-intentional-spaces-and-celebrating-professionals-who-make-it,2026-02-06 00:00:00,Mecklenburg,P4.F2,Improve student and staff health and well-being,P4,Support Student Health and Well-Being,Student and staff mental health is the core argument -- wraparound care; counselor ratios; teletherapy; and treating employee well-being as a funded norm
33,Elevating Student Support: Creating Intentional Spaces and Celebrating the Professionals Who Make It Possible,https://www.dpi.nc.gov/blog/2026/02/06/elevating-student-support-creating-intentional-spaces-and-celebrating-professionals-who-make-it,2026-02-06 00:00:00,Mecklenburg,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,National School Counseling Week post celebrating student support professionals and calling for revering all staff
33,Elevating Student Support: Creating Intentional Spaces and Celebrating the Professionals Who Make It Possible,https://www.dpi.nc.gov/blog/2026/02/06/elevating-student-support-creating-intentional-spaces-and-celebrating-professionals-who-make-it,2026-02-06 00:00:00,Mecklenburg,P3.F2,Strengthen community partnerships,P3,Engage and Empower Families and Communities,CMS community partnerships for school-based virtual care and behavioral health teletherapy are held up as a model worth scaling statewide
34,Where NC Public Schools Can Take You,https://www.dpi.nc.gov/blog/2026/03/17/where-nc-public-schools-can-take-you,2026-03-17 00:00:00,,P1.F5,Launch life-ready graduates,P1,Prepare Each Student for Their Next Phase in Life,The post frames public schools as launchpads into careers; college; and leadership -- alumni outcomes as evidence of life-ready graduates
34,Where NC Public Schools Can Take You,https://www.dpi.nc.gov/blog/2026/03/17/where-nc-public-schools-can-take-you,2026-03-17 00:00:00,,P7.F3,Share public education messaging and stories,P7,Advance Public Education Communications,Capstone of the Find Your Fit Build Your Future campaign sharing public education success stories with the public
35,"Once a Dark Horse, Always a Dark Horse",https://www.dpi.nc.gov/blog/2026/03/19/once-dark-horse-always-dark-horse,2026-03-19 00:00:00,Sampson,P2.F1,Improve educator recruitment and retention,P2,Invest in Educators,The Dark Horse Fellows grow-your-own program exists explicitly to combat the teacher shortage by recruiting; developing; and retaining educators rooted in the community
35,"Once a Dark Horse, Always a Dark Horse",https://www.dpi.nc.gov/blog/2026/03/19/once-dark-horse-always-dark-horse,2026-03-19 00:00:00,Sampson,P2.F2,Expand career pathways for education professionals,P2,Invest in Educators,The program builds a high-school-to-classroom educator pathway -- forgivable tuition loans; dual-credit teacher education courses; paid internships; and job placement
36,"Meet Heather Dail, Northeast Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-heather-dail-northeast-region-teacher-year,2026-03-24 00:00:00,Perquimans,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Teacher of the Year recognition is a named action under P2.F4
36,"Meet Heather Dail, Northeast Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-heather-dail-northeast-region-teacher-year,2026-03-24 00:00:00,Perquimans,P1.F2,Elevate teaching and learning,P1,Prepare Each Student for Their Next Phase in Life,Dail's immersive real-world STEM instruction; schoolwide Hour of STEM; and pursuit of STEM School of Distinction substantively exemplify elevating teaching and learning
37,"Meet Shannon Campbell, North Central Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-shannon-campbell-north-central-region-teacher-year,2026-03-24 00:00:00,Wilson,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Teacher of the Year recognition is a named action under P2.F4
37,"Meet Shannon Campbell, North Central Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-shannon-campbell-north-central-region-teacher-year,2026-03-24 00:00:00,Wilson,P1.F4,Reimagine the student experience,P1,Prepare Each Student for Their Next Phase in Life,Campbell built belonging-centered programs -- TigerFest and the weekly Tiger Time block created for post-pandemic social-emotional needs -- reshaping the student experience schoolwide
38,"Meet Stephanie Lane, Charter School Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-stephanie-lane-charter-school-teacher-year,2026-03-24 00:00:00,,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Charter School Teacher of the Year recognition is a named action under P2.F4
38,"Meet Stephanie Lane, Charter School Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-stephanie-lane-charter-school-teacher-year,2026-03-24 00:00:00,,P1.F1,Ignite early learning,P1,Prepare Each Student for Their Next Phase in Life,Lane's differentiated Phonics Rounds scaled to six first-grade classes with 115 of 120 students meeting end-of-year literacy benchmarks -- early literacy is the core P1.F1 aim
38,"Meet Stephanie Lane, Charter School Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/24/meet-stephanie-lane-charter-school-teacher-year,2026-03-24 00:00:00,,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,Lane treats parents as a child's first teachers and structures family involvement through Mystery Readers and community readers in the classroom
39,"Meet Cason Justice, Southeast Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-cason-justice-southeast-region-teacher-year,2026-03-25 00:00:00,Onslow,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Teacher of the Year recognition is a named action under P2.F4
39,"Meet Cason Justice, Southeast Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-cason-justice-southeast-region-teacher-year,2026-03-25 00:00:00,Onslow,P1.F2,Elevate teaching and learning,P1,Prepare Each Student for Their Next Phase in Life,Honoree is featured for hands-on inquiry-based history instruction that moves students from memorizing to investigating -- a substantive example of elevating teaching and learning
40,"Meet Gina Holste, Northwest Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-gina-holste-northwest-region-teacher-year,2026-03-25 00:00:00,Watauga,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Teacher of the Year recognition is a named action under P2.F4
40,"Meet Gina Holste, Northwest Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-gina-holste-northwest-region-teacher-year,2026-03-25 00:00:00,Watauga,P1.F1,Ignite early learning,P1,Prepare Each Student for Their Next Phase in Life,Honoree is a K-4 reading specialist featured for science-of-reading literacy instruction and an afterschool program recovering early-grades instructional time
40,"Meet Gina Holste, Northwest Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-gina-holste-northwest-region-teacher-year,2026-03-25 00:00:00,Watauga,P4.F2,Improve student and staff health and well-being,P4,Support Student Health and Well-Being,Honoree substantively discusses student anxiety; depression and device addiction and her training in de-escalation and emotional regulation -- a student well-being focus
41,"Meet Jonathan Lancho Villa, Piedmont Triad Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-jonathan-lancho-villa-piedmont-triad-region-teacher-year,2026-03-25 00:00:00,Surry,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Teacher of the Year recognition is a named action under P2.F4
41,"Meet Jonathan Lancho Villa, Piedmont Triad Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-jonathan-lancho-villa-piedmont-triad-region-teacher-year,2026-03-25 00:00:00,Surry,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,Honoree created the annual Multilingual Family Engagement Night that measurably increased English-learner family involvement -- a substantive family engagement effort
42,"Meet Manzell Spencer, Sandhills Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-manzell-spencer-sandhills-region-teacher-year,2026-03-25 00:00:00,Cumberland,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Teacher of the Year recognition is a named action under P2.F4
42,"Meet Manzell Spencer, Sandhills Region Teacher of the Year",https://www.dpi.nc.gov/blog/2026/03/25/meet-manzell-spencer-sandhills-region-teacher-year,2026-03-25 00:00:00,Cumberland,P1.F4,Reimagine the student experience,P1,Prepare Each Student for Their Next Phase in Life,Honoree is featured for a boys mentorship program and athletics-based belonging work that reconnects disengaged students to school life -- reimagining the student experience
43,The AttendNC Research Guide,https://www.dpi.nc.gov/blog/2026/03/28/attendnc-research-guide,2026-03-28 00:00:00,,P4.F2,Improve student and staff health and well-being,P4,Support Student Health and Well-Being,Chronic absenteeism is the entire subject of the guide -- a named P4.F2 focus on student attendance and well-being
43,The AttendNC Research Guide,https://www.dpi.nc.gov/blog/2026/03/28/attendnc-research-guide,2026-03-28 00:00:00,,P6.F1,Transform schools through research and development,P6,Foster Innovation and Continuous Improvement,An Office of Research and Promising Practices tool that translates attendance research into school and district practice exemplifies transforming schools through research and development
45,Parent Letter April 2026,https://www.dpi.nc.gov/blog/2026/04/13/parent-letter-april-2026,2026-04-13 00:00:00,,P1.F5,Launch life-ready graduates,P1,Prepare Each Student for Their Next Phase in Life,Letter centers on record graduation rates; industry credentials; and 54% of graduates completing college-level coursework -- the core life-ready graduate outcomes
45,Parent Letter April 2026,https://www.dpi.nc.gov/blog/2026/04/13/parent-letter-april-2026,2026-04-13 00:00:00,,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,A superintendent letter written directly to parents to inform and thank them is a substantive family engagement communication
45,Parent Letter April 2026,https://www.dpi.nc.gov/blog/2026/04/13/parent-letter-april-2026,2026-04-13 00:00:00,,P7.F3,Share public education messaging and stories,P7,Advance Public Education Communications,The letter exists to share the historic-milestones public education story with families -- direct public education messaging
46,Joint statement about Governor Stein’s Budget,https://www.dpi.nc.gov/blog/2026/04/21/joint-statement-about-governor-steins-budget,2026-04-21 00:00:00,,P2.F3,Increase educator compensation,P2,Invest in Educators,Statement centers on the proposed 11% average teacher raise and highest starting salary in the Southeast -- educator compensation is the main subject
46,Joint statement about Governor Stein’s Budget,https://www.dpi.nc.gov/blog/2026/04/21/joint-statement-about-governor-steins-budget,2026-04-21 00:00:00,,P2.F1,Improve educator recruitment and retention,P2,Invest in Educators,Statement frames the raises as the path to recruiting and retaining the best teachers; principals and staff in the country
46,Joint statement about Governor Stein’s Budget,https://www.dpi.nc.gov/blog/2026/04/21/joint-statement-about-governor-steins-budget,2026-04-21 00:00:00,,P6.F4,Explore accountability and funding reform,P6,Foster Innovation and Continuous Improvement,Endorses transition to a weighted Exceptional Children funding model as a long-standing priority -- a substantive funding reform position
47,A Message to North Carolina Families on Test Integrity,https://www.dpi.nc.gov/blog/2026/04/29/message-north-carolina-families-test-integrity,2026-04-29 00:00:00,,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,Directly asks families to partner on test integrity by talking with their children and volunteering as proctors -- a concrete family engagement call to action
47,A Message to North Carolina Families on Test Integrity,https://www.dpi.nc.gov/blog/2026/04/29/message-north-carolina-families-test-integrity,2026-04-29 00:00:00,,P5.F3,Modernize NCDPI and PSU operations,P5,Strengthen NCDPI Leadership and Support Services,Details modernized testing operations -- unannounced monitoring visits; real-time detection tools with the test publisher; and a planned independent security review
48,"Statement from North Carolina Superintendent of Public Instruction Maurice ""Mo"" Green on the May 1 NCAE March",https://www.dpi.nc.gov/blog/2026/04/29/statement-north-carolina-superintendent-public-instruction-maurice-mo-green-may-1-ncae-march,2026-04-29 00:00:00,,P2.F3,Increase educator compensation,P2,Invest in Educators,The statement's central argument is that educators deserve adequate pay and points to budget proposals for substantial investment in teacher compensation
48,"Statement from North Carolina Superintendent of Public Instruction Maurice ""Mo"" Green on the May 1 NCAE March",https://www.dpi.nc.gov/blog/2026/04/29/statement-north-carolina-superintendent-public-instruction-maurice-mo-green-may-1-ncae-march,2026-04-29 00:00:00,,P6.F4,Explore accountability and funding reform,P6,Foster Innovation and Continuous Improvement,Substantively discusses school funding reform -- NC's 50th-place Making the Grade funding ranking and the push for greater state investment
49,"Meet Deborah Brown, Charter School Principal of the Year",https://www.dpi.nc.gov/blog/2026/04/30/meet-deborah-brown-charter-school-principal-year,2026-04-30 00:00:00,,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Charter School Principal of the Year recognition is a named action under P2.F4
49,"Meet Deborah Brown, Charter School Principal of the Year",https://www.dpi.nc.gov/blog/2026/04/30/meet-deborah-brown-charter-school-principal-year,2026-04-30 00:00:00,,P2.F2,Expand career pathways for education professionals,P2,Invest in Educators,Honoree built a round-table leadership team with elected teacher leaders and has led educator professional development seminars for NCCAT for over a decade -- growing leadership pathways for teachers
49,"Meet Deborah Brown, Charter School Principal of the Year",https://www.dpi.nc.gov/blog/2026/04/30/meet-deborah-brown-charter-school-principal-year,2026-04-30 00:00:00,,P1.F3,Promote excellence for all,P1,Prepare Each Student for Their Next Phase in Life,Led the school's Title I transition by doubling exceptional children's staffing and adding a full-time social worker as the economically disadvantaged share rose from 9% to 30%
50,"Meet Dr. Mariah Walker, North Central Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/04/30/meet-dr-mariah-walker-north-central-region-principal-year,2026-04-30 00:00:00,Wake,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
50,"Meet Dr. Mariah Walker, North Central Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/04/30/meet-dr-mariah-walker-north-central-region-principal-year,2026-04-30 00:00:00,Wake,P2.F1,Improve educator recruitment and retention,P2,Invest in Educators,Honoree regularly mentors new and aspiring educators in her district and through partnerships with NC State and NC Central -- direct support for the educator pipeline
51,"Meet Dr. Darrell A. Harris, Jr., Piedmont Triad Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dr-darrell-harris-jr-piedmont-triad-region-principal-year,2026-05-01 00:00:00,Guilford,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
51,"Meet Dr. Darrell A. Harris, Jr., Piedmont Triad Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dr-darrell-harris-jr-piedmont-triad-region-principal-year,2026-05-01 00:00:00,Guilford,P1.F4,Reimagine the student experience,P1,Prepare Each Student for Their Next Phase in Life,Students co-created the schoolwide cell phone policy through focus groups and a Freshman Academy redesigns the ninth-grade transition with tailored instruction and early intervention
51,"Meet Dr. Darrell A. Harris, Jr., Piedmont Triad Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dr-darrell-harris-jr-piedmont-triad-region-principal-year,2026-05-01 00:00:00,Guilford,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,Honoree builds close relationships with families of all backgrounds through events like the annual multicultural celebration and surveyed parents when shaping school policy
52,"Meet Dr. Marlow Artis, Southeast Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dr-marlow-artis-southeast-region-principal-year,2026-05-01 00:00:00,Craven,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
52,"Meet Dr. Marlow Artis, Southeast Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dr-marlow-artis-southeast-region-principal-year,2026-05-01 00:00:00,Craven,P1.F2,Elevate teaching and learning,P1,Prepare Each Student for Their Next Phase in Life,Embedded executive functioning strategies schoolwide -- agendas; explicit note-taking; structured routines -- freeing teachers to engage students in higher-order thinking with an A performance grade result
53,"Meet Dustin Farmer, Northwest Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dustin-farmer-northwest-region-principal-year,2026-05-01 00:00:00,Ashe,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
53,"Meet Dustin Farmer, Northwest Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dustin-farmer-northwest-region-principal-year,2026-05-01 00:00:00,Ashe,P1.F5,Launch life-ready graduates,P1,Prepare Each Student for Their Next Phase in Life,Individualized graduation plans got all six at-risk students to graduation with five enrolling in postsecondary; graduation rate topped 90% and CTE participation soared
53,"Meet Dustin Farmer, Northwest Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-dustin-farmer-northwest-region-principal-year,2026-05-01 00:00:00,Ashe,P2.F1,Improve educator recruitment and retention,P2,Invest in Educators,Created a Teaching as a Profession class to prepare students for careers in education -- a grow-your-own educator pipeline strategy
54,"Meet Kelly E. Flora, Northeast Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-kelly-e-flora-northeast-region-principal-year,2026-05-01 00:00:00,Dare,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
54,"Meet Kelly E. Flora, Northeast Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/01/meet-kelly-e-flora-northeast-region-principal-year,2026-05-01 00:00:00,Dare,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,Initiatives like One School One Author; Bingo Nights; Club Days; and regular parent surveys intentionally engage families as partners in the school community
55,AttendNC Bright Spots,https://www.dpi.nc.gov/blog/2026/05/11/attendnc-bright-spots,2026-05-11 00:00:00,,P4.F2,Improve student and staff health and well-being,P4,Support Student Health and Well-Being,Chronic absenteeism reduction is the entire subject -- a named P4.F2 focus on student well-being and attendance
55,AttendNC Bright Spots,https://www.dpi.nc.gov/blog/2026/05/11/attendnc-bright-spots,2026-05-11 00:00:00,,P6.F1,Transform schools through research and development,P6,Foster Innovation and Continuous Improvement,Office of Research and Promising Practices bright-spots modeling with NC State positive-deviance fieldwork exemplifies transforming schools through research and development
56,"Meet Jennifer McBrayer, Western Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-jennifer-mcbrayer-western-region-principal-year,2026-05-11 00:00:00,Rutherford,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
56,"Meet Jennifer McBrayer, Western Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-jennifer-mcbrayer-western-region-principal-year,2026-05-11 00:00:00,Rutherford,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,McBrayer engages parents directly on social media about school funding and solicits family feedback through the Local Advisory Group
56,"Meet Jennifer McBrayer, Western Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-jennifer-mcbrayer-western-region-principal-year,2026-05-11 00:00:00,Rutherford,P3.F2,Strengthen community partnerships,P3,Engage and Empower Families and Communities,She coordinates community partnerships for hands-on learning and led logistics with relief agencies and local government after Hurricane Helene
56,"Meet Jennifer McBrayer, Western Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-jennifer-mcbrayer-western-region-principal-year,2026-05-11 00:00:00,Rutherford,P4.F1,Ensure safe school environments,P4,Support Student Health and Well-Being,Consistent discipline expectations cut referrals by 37% and improved Teacher Working Conditions Survey ratings of student conduct and school culture
57,"Meet LaTresha Wilson, Southwest Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-latresha-wilson-southwest-region-principal-year,2026-05-11 00:00:00,Mecklenburg,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Regional Principal of the Year recognition is a named action under P2.F4
57,"Meet LaTresha Wilson, Southwest Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-latresha-wilson-southwest-region-principal-year,2026-05-11 00:00:00,Mecklenburg,P1.F3,Promote excellence for all,P1,Prepare Each Student for Their Next Phase in Life,Wilson explicitly names and corrects inequitable practices at a Title I school where the performance grade rose from D to B -- excellence for all is her stated framework
57,"Meet LaTresha Wilson, Southwest Region Principal of the Year",https://www.dpi.nc.gov/blog/2026/05/11/meet-latresha-wilson-southwest-region-principal-year,2026-05-11 00:00:00,Mecklenburg,P3.F2,Strengthen community partnerships,P3,Engage and Empower Families and Communities,Partnerships with churches and community organizations provide resources to families facing housing and food insecurity
58,Update on Instructure/Canvas Cybersecurity Event,https://www.dpi.nc.gov/blog/2026/05/11/update-instructurecanvas-cybersecurity-event,2026-05-11 00:00:00,,P5.F3,Modernize NCDPI and PSU operations,P5,Strengthen NCDPI Leadership and Support Services,NCDPI's response to the Canvas cybersecurity incident -- disabling NCEdCloud access and securing the statewide platform with third-party forensics -- exemplifies modernizing and safeguarding NCDPI and PSU technology operations
59,"Statement from North Carolina Superintendent of Public Instruction Maurice ""Mo"" Green on the State Budget",https://www.dpi.nc.gov/blog/2026/05/13/statement-north-carolina-superintendent-public-instruction-maurice-mo-green-state-budget,2026-05-13 00:00:00,,P2.F3,Increase educator compensation,P2,Invest in Educators,The statement's core message is support for meaningful educator pay increases in the state budget framework
59,"Statement from North Carolina Superintendent of Public Instruction Maurice ""Mo"" Green on the State Budget",https://www.dpi.nc.gov/blog/2026/05/13/statement-north-carolina-superintendent-public-instruction-maurice-mo-green-state-budget,2026-05-13 00:00:00,,P2.F4,Elevate and restore pride in the education profession,P2,Invest in Educators,Green frames pay as showing reverence for educators behind historic achievements -- an explicit restore-pride-in-the-profession argument
60,A message of gratitude and congratulations for the Class of 2026,https://www.dpi.nc.gov/blog/2026/06/03/message-gratitude-and-congratulations-class-2026,2026-06-03 00:00:00,,P1.F5,Launch life-ready graduates,P1,Prepare Each Student for Their Next Phase in Life,"The letter centers on life-ready graduate outcomes -- record 87.7% graduation rate; AP credit; 382,964 CTE credentials; and 54% of graduates passing a college-level course"
60,A message of gratitude and congratulations for the Class of 2026,https://www.dpi.nc.gov/blog/2026/06/03/message-gratitude-and-congratulations-class-2026,2026-06-03 00:00:00,,P3.F1,Engage and empower families,P3,Engage and Empower Families and Communities,The letter substantively honors families as partners in the thirteen-year journey -- from conferences and homework help to graduation
61,Congratulations to Bladen County Schools on Selection for the 2026–2027 Relay Graduate School of Education and NCDPI Partnership,https://www.dpi.nc.gov/blog/2026/06/18/congratulations-bladen-county-schools-selection-2026-2027-relay-graduate-school-education-and-ncdpi,2026-06-18 00:00:00,Bladen,P1.F2,Elevate teaching and learning,P1,Prepare Each Student for Their Next Phase in Life,The Relay partnership delivers yearlong coaching and professional learning focused on high-quality standards-aligned instruction and instructional leadership
61,Congratulations to Bladen County Schools on Selection for the 2026–2027 Relay Graduate School of Education and NCDPI Partnership,https://www.dpi.nc.gov/blog/2026/06/18/congratulations-bladen-county-schools-selection-2026-2027-relay-graduate-school-education-and-ncdpi,2026-06-18 00:00:00,Bladen,P6.F3,Promote integrated support systems for schools and districts,P6,Foster Innovation and Continuous Improvement,ODSSS is using the customized district support model to build a scalable statewide framework -- an integrated support system for schools and districts
